"id","conversation_key","sender","send_time","chat_with","content","source_file","source_path","created_at"
14446,719e60abe96441f6,🇨🇭Marsha Hobeiche#CJ11766,7/8/2025 01:54:53,馃嚚馃嚟Marsha Hobeiche#CJ11766,太感谢了,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14447,719e60abe96441f6,🇨🇭Marsha Hobeiche#CJ11766,7/8/2025 01:55:08,馃嚚馃嚟Marsha Hobeiche#CJ11766,谢谢你的热心帮助,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14448,719e60abe96441f6,Clover Jewelry,7/8/2025 01:56:00,馃嚚馃嚟Marsha Hobeiche#CJ11766,亲爱的你太客气了，为你服务是我的荣幸。,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14449,719e60abe96441f6,🇨🇭Marsha Hobeiche#CJ11766,7/8/2025 02:00:54,馃嚚馃嚟Marsha Hobeiche#CJ11766,我一定会很快再来的 🙏🏽,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14450,719e60abe96441f6,Clover Jewelry,7/8/2025 02:19:02,馃嚚馃嚟Marsha Hobeiche#CJ11766,亲爱的，期待你的光临。,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14451,719e60abe96441f6,Clover Jewelry,7/8/2025 02:27:22,馃嚚馃嚟Marsha Hobeiche#CJ11766,亲爱的，我们不仅有珠宝首饰，手表包包也有优惠活动，有需要随时联系我，谢谢，祝你今天过得愉快。,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14452,719e60abe96441f6,🇨🇭Marsha Hobeiche#CJ11766,7/8/2025 02:28:53,馃嚚馃嚟Marsha Hobeiche#CJ11766,🙏🏽,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14453,719e60abe96441f6,🇨🇭Marsha Hobeiche#CJ11766,9/8/2025 05:47:01,馃嚚馃嚟Marsha Hobeiche#CJ11766,你好，又是我……你说你们也做包包对吧，这款能拿到吗？如果可以的话价格多少呢 🙏🏽🙏🏽‎图像已忽略,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14454,719e60abe96441f6,Clover Jewelry,9/8/2025 10:21:13,馃嚚馃嚟Marsha Hobeiche#CJ11766,请稍等，我帮你查一下。,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
14455,719e60abe96441f6,Clover Jewelry,9/8/2025 11:10:03,馃嚚馃嚟Marsha Hobeiche#CJ11766,510美元,_chat.txt,C:\Users\sunsh\Desktop\语料\Clover  Jewellry\Clover  Jewellry\WhatsApp Chat - 馃嚚馃嚟Marsha Hobeiche#CJ11766\_chat.txt,"13/3/2026 08:17:39.-1f"
